@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 13\nSize of the tree: 23\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 7\nSize of the tree: 12\n','Number of leaves: 8\nSize of the tree: 14\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 6\nSize of the tree: 11\n'}
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

heart-c1,10,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 3',-217733168393644444,20180607.1903,200,103,79,24,0,76.699029,23.300971,0,0.538289,0.312222,0.438628,62.934493,88.062243,102.432227,1157.180985,-1054.748758,0.994488,11.234767,-10.240279,40.70668,0.39521,4094.149502,0.696429,39,0.148936,7,0.851064,40,0.303571,17,0.847826,0.696429,0.764706,0.548535,0.780015,0.759617,0.76699,0.219498,0.780502,0.23301,0.781172,0.76699,0.766771,0.548535,0.780015,0.726345,0.766968,0.76699,0.003,0,0.002192,0.000403,2.192,0.403,5466,25366,14017,99.029126,96.601942,'Number of leaves: 6\nSize of the tree: 11\n',6,11,6
heart-c1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H 5',-5990607817048210779,20180607.1903,200,103,85,18,0,82.524272,17.475728,0,0.650189,0.198989,0.389639,40.110078,78.226928,102.432227,142.170066,-39.73784,0.994488,1.380292,-0.385804,61.786699,0.599871,6214.311416,0.803571,45,0.148936,7,0.851064,40,0.196429,11,0.865385,0.803571,0.833333,0.652162,0.892477,0.898817,0.825243,0.170607,0.829393,0.174757,0.828391,0.825243,0.825573,0.652162,0.892477,0.890982,0.82483,0.825243,0.346,0.001,0.342105,0.000929,342.105,0.929,15943,25366,14017,91.262136,64.07767,?,?,?,?
heart-c1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H 5',-5990607817048210779,20180607.1903,200,103,80,23,0,77.669903,22.330097,0,0.547642,0.223977,0.426818,45.14694,85.691276,102.432227,150.050516,-47.61829,0.994488,1.456801,-0.462313,55.997117,0.543661,5632.013521,0.821429,46,0.276596,13,0.723404,34,0.178571,10,0.779661,0.821429,0.8,0.548598,0.87234,0.904113,0.776699,0.231866,0.768134,0.223301,0.776497,0.776699,0.775931,0.548598,0.87234,0.875764,0.773626,0.776699,0.269,0.001,0.267241,0.000977,267.241,0.977,15943,25366,14017,89.320388,61.650485,?,?,?,?
heart-c1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H 5',-5990607817048210779,20180607.1903,199,104,83,21,0,79.807692,20.192308,0,0.585421,0.222723,0.413414,44.909797,83.062069,103.315457,154.645963,-51.330506,0.993418,1.48698,-0.493563,57.631972,0.554154,5793.125558,0.894737,51,0.319149,15,0.680851,32,0.105263,6,0.772727,0.894737,0.829268,0.594887,0.854423,0.87193,0.798077,0.222489,0.777511,0.201923,0.804081,0.798077,0.794774,0.594887,0.854423,0.853079,0.791105,0.798077,0.234,0.002,0.233087,0.001311,233.087,1.311,15943,25249,14134,88.461538,62.980769,?,?,?,?
heart-c1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H 5',-5990607817048210779,20180607.1903,200,103,82,21,0,79.61165,20.38835,0,0.589797,0.19669,0.395676,39.646673,79.438827,102.432227,125.639502,-23.207275,0.994488,1.219801,-0.225313,61.803366,0.600033,6215.987748,0.803571,45,0.212766,10,0.787234,37,0.196429,11,0.818182,0.803571,0.810811,0.58991,0.885638,0.897433,0.796117,0.205311,0.794689,0.203883,0.796576,0.796117,0.796271,0.58991,0.885638,0.888666,0.794879,0.796117,0.244,0.001,0.243429,0.000369,243.429,0.369,15943,25366,14017,91.262136,61.650485,?,?,?,?
heart-c1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H 5',-5990607817048210779,20180607.1903,200,103,77,26,0,74.757282,25.242718,0,0.484206,0.296117,0.484386,59.688108,97.248978,102.432227,193.241146,-90.808919,0.994488,1.876128,-0.88164,42.269669,0.410385,4251.350013,0.839286,47,0.361702,17,0.638298,30,0.160714,9,0.734375,0.839286,0.783333,0.490422,0.74734,0.733598,0.747573,0.269989,0.730011,0.252427,0.75028,0.747573,0.744246,0.490422,0.74734,0.737386,0.740504,0.747573,0.232,0.001,0.231745,0.000631,231.745,0.631,15943,25366,14017,84.466019,67.961165,?,?,?,?
heart-c1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H 5',-5990607817048210779,20180607.1903,201,102,82,20,0,80.392157,19.607843,0,0.602494,0.210692,0.426729,42.487143,85.750144,101.306814,132.331696,-31.024882,0.993204,1.29737,-0.304166,58.531621,0.573839,5882.957853,0.839286,47,0.23913,11,0.76087,35,0.160714,9,0.810345,0.839286,0.824561,0.602971,0.875776,0.895678,0.803922,0.203766,0.796234,0.196078,0.80363,0.803922,0.803463,0.602971,0.875776,0.882691,0.80117,0.803922,0.232,0,0.231151,0.00029,231.151,0.29,15943,25483,13900,86.27451,59.313725,?,?,?,?
heart-c1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H 5',-5990607817048210779,20180607.1903,200,103,78,25,0,75.728155,24.271845,0,0.504903,0.23171,0.441371,46.705671,88.613085,102.432227,168.689122,-66.256895,0.994488,1.637758,-0.643271,54.526764,0.529386,5484.130024,0.839286,47,0.340426,16,0.659574,31,0.160714,9,0.746032,0.839286,0.789916,0.509825,0.819149,0.794373,0.757282,0.258421,0.741579,0.242718,0.75925,0.757282,0.754656,0.509825,0.819149,0.79974,0.75128,0.757282,0.223,0,0.222026,0.000218,222.026,0.218,15943,25366,14017,84.466019,59.223301,?,?,?,?
heart-c1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H 5',-5990607817048210779,20180607.1903,200,103,84,19,0,81.553398,18.446602,0,0.628864,0.219849,0.409511,44.314934,82.216496,102.432227,122.205967,-19.77374,0.994488,1.186466,-0.191978,58.255757,0.56559,5859.18039,0.821429,46,0.191489,9,0.808511,38,0.178571,10,0.836364,0.821429,0.828829,0.628984,0.859802,0.849779,0.815534,0.185595,0.814405,0.184466,0.815968,0.815534,0.815674,0.628984,0.859802,0.860951,0.814414,0.815534,0.229,0.001,0.227962,0.000224,227.962,0.224,15943,25366,14017,89.320388,67.961165,?,?,?,?
heart-c1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H 5',-5990607817048210779,20180607.1903,200,103,75,28,0,72.815534,27.184466,0,0.448355,0.294995,0.501744,59.462025,100.733883,102.432227,210.39988,-107.967654,0.994488,2.042717,-1.04823,42.194408,0.409654,4243.780495,0.785714,44,0.340426,16,0.659574,31,0.214286,12,0.733333,0.785714,0.758621,0.449754,0.770897,0.809029,0.728155,0.282867,0.717133,0.271845,0.727674,0.728155,0.726801,0.449754,0.770897,0.784536,0.723755,0.728155,0.229,0.001,0.228653,0.000218,228.653,0.218,15943,25366,14017,81.553398,65.533981,?,?,?,?
heart-c1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H 5',-5990607817048210779,20180607.1903,200,103,82,21,0,79.61165,20.38835,0,0.588392,0.205944,0.401653,41.512031,80.638977,102.432227,110.077699,-7.645472,0.994488,1.068716,-0.074228,59.991459,0.582441,6033.751853,0.821429,46,0.234043,11,0.765957,36,0.178571,10,0.807018,0.821429,0.814159,0.588505,0.895517,0.907489,0.796117,0.20873,0.79127,0.203883,0.79588,0.796117,0.795922,0.588505,0.895517,0.900052,0.794176,0.796117,0.236,0,0.234577,0.000225,234.577,0.225,15943,25366,14017,92.23301,63.592233,?,?,?,?
